1.165,0.97945,0.36839,0,0.36839
0.62684,-0.26561,0.19822,1.4265,1.6247
0.07508,-0.54837,0.023742,-1.3705,-0.65346
0.35161,-0.096268,0.11119,-0.91799,-0.09993
-0.69651,-1.3807,-0.22026,-0.64234,-0.38836
1.6961,-0.72837,0.53637,-2.4399,-1.352
0.05906,1.886,0.018676,0.47858,0.4611
1.7971,-2.9414,0.56828,-0.35019,1.735
0.26407,0.98002,0.083506,-3.0185,-3.046
0.87167,-1.1918,0.27565,-0.3775,2.3961
-1.4462,-0.43798,-0.45732,-2.9774,-3.2224
-0.70117,1.3665,-0.22173,-2.0335,-0.4669
1.246,-0.87265,0.39401,1.1263,0.7408
-0.63898,0.089327,-0.20206,-0.46704,-1.0659
0.57735,0.24766,0.18257,-0.70584,0.33398
-0.36003,0.40699,-0.11385,0.66722,0.045678
-0.13558,0.64807,-0.042873,-0.48231,0.065916
-1.3493,-0.16448,-0.4267,0.91125,0.073228
-1.2704,0.81151,-0.40175,-0.76469,-1.2595
0.98457,0.40835,0.31135,2.0151,1.2139
-0.044881,-1.2901,-0.014192,2.0236,0.64943
-0.79894,0.96371,-0.25265,-1.2126,-1.3151
-0.76517,0.65255,-0.24197,1.6044,1.233
0.86173,-0.41084,0.2725,0.64199,0.088551
-0.056225,-1.7696,-0.01778,1.3197,0.46329
0.51348,0.43948,0.16238,-2.0322,-1.5097
0.39668,0.49518,0.12544,1.4054,1.6485
0.75622,0.68462,0.23914,-0.58142,0.0045898
0.40049,-0.39585,0.12664,0.80053,1.2583
-1.3414,0.049017,-0.42418,-1.4642,-1.2816
0.37504,-0.37217,0.1186,-0.78791,-0.040234
1.1252,0.25696,0.35581,0.38601,-0.037088
0.72864,0.81073,0.23042,0.37869,1.0257
-2.3775,-0.34014,-0.75182,-0.010873,-0.15398
-0.27378,-1.3186,-0.086578,-2.2847,-1.7108
-0.32294,-2.1092,-0.10212,0.68237,-0.83514
0.31799,0.30656,0.10056,-1.9558,-1.881
-0.51117,-0.78882,-0.16165,1.5654,1.0748
-0.0020413,-0.50371,-0.00064553,-1.7947,-1.7659
1.6065,1.5532,0.50802,0.65136,0.86797
0.84765,0.3208,0.26805,1.8284,2.1007
0.2681,-0.19268,0.084781,-1.0046,-0.09861
-0.92349,1.5579,-0.29203,-0.77314,-0.2541
