# X,Y,Z
-8.360674786540924774e-01,0.000000000000000000e+00,3.200000000000000178e+00
8.802031399255009214e-01,1.999497150560808567e+00,-1.942477461483712309e-01
-1.584417956788801263e+00,1.415751290588249112e-01,7.884162670109231552e-01
-8.675687251308117354e-01,3.118997081284382578e-01,-1.015951112100401899e+00
1.850198434005650761e+00,-6.144167420670872959e-01,-9.672284371578979689e-01
1.448712827252787161e+00,-6.002248539587679010e-01,1.287275602009423814e+00
-4.133739312229687823e-01,7.533179506573403073e-01,1.389573381415538655e+00
-4.284284574848741256e-01,8.111479075844854059e-01,-8.769141439329752874e-02
6.137639302103898853e-01,-9.112489496894929375e-02,-3.077187799361606468e-01
-3.115634958929844878e-01,-3.280443448136929341e-01,3.579056601597823128e-01
-6.944842996422655457e-01,1.585442950275440799e-01,-2.229218550019504697e-01
-1.418795045247915443e+00,-2.034697940849031772e-01,-9.043125404182580374e-01
1.001390267727834349e+00,-4.778052735289266550e-01,-1.314210266569518559e+00
1.038614118665978359e-01,-7.922249047099371166e-01,5.802739552839059067e-01
1.456280449191466930e+00,2.910851087330635911e-01,1.091067238142009455e-01
7.422457919185061481e-01,1.477854147597534862e-02,1.284353275606861189e+00
-1.413004492627603303e+00,9.355415565330792438e-01,8.755335982936154338e-01
3.078519135105411975e-01,4.143097459124560067e-01,-9.722398507703241544e-01
-2.912963992959646253e-01,-5.280307918534264955e-01,9.688524910012125124e-03
-1.900423025148239242e+00,-1.101274835052964557e-01,-2.416813282561285359e-01
3.217198304648705154e-01,-6.281037767395518390e-02,-1.534611422143223436e+00
-6.418160661420599933e-01,-9.464095185553467182e-01,-2.037748112031487757e-01
-6.306988895124620020e-01,-8.660561739046709895e-02,-5.212779593724469196e-01
-4.473179181753342282e-01,-3.957581264669060572e-01,-6.456487137088851025e-01
2.394269079940270217e-01,-3.118371184820664110e-01,-1.709831775417240962e-01
-1.361260862835933283e+00,-1.177905650089590139e-01,3.233199963755472028e-01
-1.334719755041530176e+00,-3.567038866475544245e-02,-1.229668137966334784e+00
1.147464429691078758e+00,-6.862514473195048259e-01,-1.218741089899442631e+00
-1.249044381513648494e+00,-7.147410496291617399e-01,7.396040501760863251e-01
-7.603535035751297633e-01,4.477812659383633709e-01,-8.095219123438337494e-01
-2.620474981167914552e-01,-3.881688083024865676e-01,-6.321600606207057327e-01
-8.577840963786929063e-01,-5.047003659320319358e-01,-2.828002352947506237e-01
-2.979283778412850636e-01,-1.921606490319910931e-01,-6.127754344992115687e-01
1.834610360173958288e+00,-5.333347326253564669e-01,-4.482107466422814435e-01
-7.432989973366754821e-01,-2.144579030759286020e-01,1.333967352088681446e+00
2.221802846639789053e-01,7.494149203779320034e-01,-1.576775798300778242e-01
3.130943916449324682e-02,-2.010354768820543370e-01,5.172014337691199781e-02
1.804157760729340643e+00,9.456615771417822836e-02,-4.162826468808136088e-02
1.460685742722916070e+00,3.433257847119632750e-02,1.419729897658324802e+00
-2.634408114585609986e-02,7.004161695942661137e-01,1.563361239235804501e+00
2.726135008678716165e-01,9.321598703325681967e-01,4.222323469585500533e-01
4.537322665347779949e-01,1.191818019311099708e-01,5.270493478469500115e-01
-5.612201924876265152e-02,2.208690474791884517e-01,3.382829936749180977e-01
7.664376468304130441e-01,1.916427547034027512e-04,1.656190866039609633e-01
-3.614756619005414340e+00,1.708364333645269739e-01,7.020732175689392562e-01
1.317145913548165292e-01,4.206964581236361522e-01,-2.882971027167930966e+00
-2.737228094492529351e+00,-1.703649669996694538e+00,-5.307567419906081829e-01
7.781136228153640033e-01,-2.565422885218942572e-01,-2.336617148069399796e+00
-1.162957995085702967e+00,-1.501746902845670473e+00,1.063476687027483381e-01
7.395990953104850663e-01,2.110964044087857150e-01,-7.528698670364553092e-01
-1.460898119245130911e+00,-4.796479439077717122e-01,4.914251664814135445e-01
-1.103098168963152270e+00,3.415140775389539085e-01,-1.174076556581761466e+00
9.718953407935523314e-01,-8.248494950442522011e-01,-9.668152213459548783e-01
6.165602645898997647e-01,-8.392140822718485715e-01,6.348759123365503854e-01
-1.815738690672057398e+00,3.390386140821933236e-01,4.890456073767548983e-01
-5.579441920244581077e-01,2.793822614012366756e-01,-1.298628003024329569e+00
8.233991267515903267e-01,-7.608487560657006821e-01,-6.983641760664986986e-01
3.057674624857157353e-01,-3.749710994166760014e-01,4.177472016058474402e-01
4.787697364460206662e-01,1.276878700427314661e-01,4.030858895773950512e-01
6.238694968038661637e-01,2.916408957763767518e-01,5.692073497559220208e-01
1.939317578058235014e-01,4.591606815008011377e-01,5.755062362126046605e-01
8.244415870811905300e-01,4.379806116188941223e-01,2.526139712357786671e-01
-2.845816001082489000e-01,2.913925664716104924e-01,5.247097860265306224e-01
-1.514178131906870783e+00,3.866790734540990204e-01,-3.102333994188385957e-02
-8.163661822959654701e-01,-7.137922245574093716e-02,-1.177288165058404612e+00
-9.961530404635092761e-01,-7.753675918763630603e-01,-8.533787671072476932e-01
-2.092330477667482924e+00,-4.368399709835526501e-01,-1.038889144154051536e+00
-9.838132129088481559e-01,-5.715965129801808819e-01,-1.774648995331780110e+00
-1.146300750721977790e+00,-1.033469063749383299e+00,-1.105201313576237521e+00
1.230284958189439282e-01,-8.023554294241883600e-01,-1.124813995748637385e+00
2.071539908046312606e-01,-7.539357655566260030e-01,-2.327116966513865792e-01
-1.271603068956552063e+00,-1.675678177926275270e-01,1.536828298142646765e-01
-2.208061444083959213e+00,1.008618302633937786e-01,-1.225670583356738508e+00
-8.418101867227371082e-01,-7.838836693435682346e-01,-1.917927479293639825e+00
-1.998332272500847329e-01,-1.133640104602364751e+00,-1.124168708634908143e+00
1.018543840555807822e+00,-7.195906156532851927e-01,-4.675689472866876861e-01
-8.198970925565640666e-01,-2.969072220580692978e-01,6.618937520188382662e-01
-7.976585818267991623e-01,4.596019261129181133e-01,-4.168775707582277890e-01
-9.015688374477619504e-01,-2.733966650341591587e-01,-6.918356932637129697e-01
-1.880385412144479407e+00,-4.437050663556965646e-01,-8.301639890004204325e-01
-7.300593301668042434e-01,-4.279318456167421347e-01,-1.773094319801210350e+00
3.566621237558591506e-01,-1.192830469582232267e+00,-8.072636204207415123e-01
-5.021671242663631185e-01,-4.771451895400196097e-01,-1.766453693499422939e-02
2.752609131291899880e-01,-9.914892335226165032e-02,-4.184479298575721762e-01
1.426556891320658105e+00,-3.951967186304252699e-01,6.887049533418607150e-02
-5.779002645146612549e-01,8.463865229241675225e-03,9.826775550485246091e-01
-4.266164254634295383e-01,6.807060422468744765e-01,-3.120569073701690566e-01
-6.574159903909618796e-01,-2.390416326850955397e-02,-5.990433827319003868e-01
-4.235493138194263429e-01,-3.968639716315703336e-01,-6.763010518025698303e-01
1.085995889340474196e+00,-4.802016294916642836e-01,-4.653700047989162147e-01
4.131565759322223252e-01,-3.592663266051741577e-01,7.275011942184310687e-01
5.033587272527958456e-01,4.816300144214436529e-01,3.770816636463169003e-01
-4.526508769803970211e-01,2.821575457555964284e-01,2.364257749064931913e-01
-4.302849789413520920e-01,1.034704691879842348e-01,-4.341482984161220693e-01
1.948178738449857228e+00,-2.071537811080005065e-01,-4.451760882546406672e-01
-8.846927952761974856e-01,-2.744243984131884417e-01,1.472755858352278846e+00
3.690531806376486368e-01,1.067426571089867160e+00,-3.528621056847509041e-01
1.552614566261095730e-01,-1.858643020275688729e-01,2.152648796234984674e-01
-1.106835488785669286e+00,1.339188784635818863e-01,-8.663597275523177155e-02
-2.812460672643705140e-01,-9.113070158005792676e-02,-6.578095137016628513e-01
4.926102599476097077e-01,-3.784620220081538200e-01,-4.872401630988294485e-01
-1.171192744228645166e+00,-1.715891420573303350e-01,4.047199314176718188e-01
-4.183075393088611649e-01,2.652352523384098326e-01,-8.833463622805350912e-01
-1.088890387215601246e-01,-6.917702554631635081e-01,-3.362671916152644158e-01
7.806424780698948407e-01,-3.195044005420394351e-01,-2.626659285116398346e-01
-5.767546053672291118e-01,-2.464376727165997205e-01,8.313149813266582644e-01
1.360241495092566533e+00,5.069732192020413031e-01,-3.319085818933373844e-01
-1.438488401348278822e+00,-2.457991136960694378e-01,1.166771450849167779e+00
-2.253760330779648602e-01,4.768511007814996150e-01,-8.742900096606341931e-01
1.770090868672317269e-02,-5.870139027402168086e-01,-3.864685486460481822e-01
4.605957365411134097e-01,-2.274830711548756768e-01,-1.560454320708229703e-01
4.382751205834162223e-01,-2.129999660645132131e-01,3.419426275372723922e-01
5.357306459034525403e-01,2.698868305521799904e-01,3.672085409351760754e-01
5.550769735740468391e-01,6.813734293734097225e-02,3.885694641814254613e-01
-8.178585858693621091e-01,2.075882311938236080e-01,5.369987736687164004e-01
-2.286674968249459372e+00,2.826890014204787027e-01,-6.441579208359456965e-01
1.086651949863144673e-01,-4.530810429810735451e-01,-2.107906930689379177e+00
-1.176088384874048209e+00,-1.311587097318502426e+00,-2.443339028800763368e-01
3.456531263051593195e-01,-2.003882727874717051e-01,-9.504228531872100927e-01
4.875001902666690756e-01,-7.744099997936031432e-01,1.139829604755843162e-01
-2.326615386772715732e-01,-5.149855225749053189e-03,3.496848151826111861e-01
1.088645794603510408e+00,1.321449025655710430e-01,-8.057882101947980158e-02
-4.576814964977258260e-01,1.500298356736439465e-01,1.118689382241643271e+00
-3.994820358597636067e-01,5.951923511843892900e-01,-1.680153585929532456e-01
6.277764886661091337e-02,5.573287701885483447e-02,-2.767801246027126738e-01
3.694872514007210285e-01,-2.064029758926172464e-02,-3.844697060218366796e-02
-1.106666909671972565e+00,-1.261598546938784149e-01,2.103957380319125825e-01
-1.749090527436052978e-01,-4.983596621765104540e-02,-9.019017539317542020e-01
1.200696008967011119e+00,-5.006324766607455068e-01,-3.208310578104305866e-01
-6.861206869345324311e-01,-2.216020056073498834e-01,8.167382509108302990e-01
9.659138937785363144e-01,3.591740228330306262e-01,-3.767827380241154933e-01
7.429915849920967208e-01,-2.459580771695696333e-01,6.150567818029473166e-01
1.180820139714364725e-01,3.383726739042225429e-01,5.581022107323138082e-01
-6.527476033562860103e-01,3.478245881304756204e-01,2.131263610035404044e-01
7.101929264526095137e-04,7.842125596548848998e-02,-4.952715422210243745e-01
-4.728074150180001656e-01,-1.189062098236409459e-01,-8.284704784339959327e-02
-4.953725456297338736e-01,-1.800652463393119240e-01,-2.748372778884278222e-01
-9.073709422484124709e-02,4.310922342739720303e-02,-3.674145102093707704e-01
1.430590047362648720e+00,-3.017235195495773237e-01,-6.505109702133078653e-02
1.240972811906726703e+00,3.900603834787713664e-03,1.185422461325334131e+00
2.067158158052020134e-01,7.468499629691242037e-01,1.291243088092164371e+00
6.374464231588488072e-01,6.362455726440644499e-01,4.298713286280593793e-01
-7.857775448769077631e-01,6.965312686812308307e-02,6.793626839985399402e-01
9.215323470618336232e-02,5.192864976837333613e-01,-6.177622262834352451e-01
-3.428078627163774067e-02,-3.684456906585769076e-01,-1.706653127774238055e-01
-9.272083626001572654e-01,-1.758031531812722648e-01,4.729924014753595501e-02
1.527801247966496190e+00,1.054472635879437764e-01,-6.556217588556376707e-01
9.900026979403594440e-01,-3.636411888755919364e-01,9.903875000450190758e-01
