1.165,0.97945,0,0,0
0.62684,-0.26561,0,1.7949,1.7949
0.07508,-0.54837,0,-1.2459,-0.62634
0.35161,-0.096268,0,-0.80864,-0.13404
-0.69651,-1.3807,0,-0.48987,-0.040734
1.6961,-0.72837,0,-2.6392,-2.1206
0.05906,1.886,0,1.1162,1.1166
1.7971,-2.9414,0,-0.50132,0.89167
0.26407,0.98002,0,-2.2352,-2.3283
0.87167,-1.1918,0,-0.45315,1.8899
-1.4462,-0.43798,0,-2.4458,-2.2338
-0.70117,1.3665,0,-2.5613,-0.87939
1.246,-0.87265,0,1.1874,0.50282
-0.63898,0.089327,0,-0.19753,-0.59709
0.57735,0.24766,0,-0.96164,-0.15857
-0.36003,0.40699,0,0.9808,0.51885
-0.13558,0.64807,0,-0.71737,-0.18441
-1.3493,-0.16448,0,0.99852,0.62839
-1.2704,0.81151,0,-1.2611,-1.3674
0.98457,0.40835,0,1.7292,0.71456
-0.044881,-1.2901,0,2.2461,0.95317
-0.79894,0.96371,0,-1.3909,-1.2785
-0.76517,0.65255,0,1.4212,1.3237
0.86173,-0.41084,0,0.38494,-0.40118
-0.056225,-1.7696,0,1.5755,0.79229
0.51348,0.43948,0,-2.1964,-1.8819
0.39668,0.49518,0,1.6519,1.7979
0.75622,0.68462,0,-0.54713,-0.24674
0.40049,-0.39585,0,1.0971,1.4167
-1.3414,0.049017,0,-1.373,-0.82674
0.37504,-0.37217,0,-1.134,-0.52922
1.1252,0.25696,0,0.62515,-0.08696
0.72864,0.81073,0,0.59878,0.97426
-2.3775,-0.34014,0,0.23004,0.79062
-0.27378,-1.3186,0,-3.0079,-2.4004
-0.32294,-2.1092,0,0.83186,-0.44419
0.31799,0.30656,0,-2.2803,-2.322
-0.51117,-0.78882,0,1.7352,1.4696
-0.0020413,-0.50371,0,-2.0918,-2.0901
1.6065,1.5532,0,0.73563,0.50089
0.84765,0.3208,0,2.2321,2.2252
0.2681,-0.19268,0,-0.81305,-0.073723
-0.92349,1.5579,0,-0.60792,0.15666
-0.070499,0.056632,0,0.059159,0.66034
0.14789,-1.2244,0,0.22987,-0.4031
-0.55709,0.065155,0,-0.90203,-0.84044
-0.33671,-1.0948,0,-0.13287,0.017481
0.41523,-1.0694,0,-1.0611,-1.4654
1.5578,0.21657,0,-0.11038,-0.15248
-2.4443,-0.77263,0,0.84927,1.1516
-1.0982,-0.83086,0,-4.2647,-3.2074
1.1226,0.96198,0,0.969,-0.27252
0.58167,-0.94597,0,2.1426,1.5436
-0.27135,0.91966,0,-1.2358,-1.1775
0.41419,-1.139,0,0.92097,1.4351
-0.97781,0.59344,0,-1.3098,-1.6153
-1.0215,-0.63375,0,0.025918,0.70854
0.31769,-0.92602,0,-1.0129,-1.8723
1.5161,1.228,0,0.73593,0.24422
