# X0,X1,Y0,Y1,Z0,Z1
-1.030325450945109189e+00,9.651574225610912716e-01,0.000000000000000000e+00,1.885469571220995455e+00,3.200000000000000178e+00,-1.798544619878191531e-01
9.651574225610912716e-01,1.527087856475423111e-01,1.885469571220995455e+00,-1.698687586098034386e-01,-1.798544619878191531e-01,7.952908443521256032e-01
1.527087856475423111e-01,9.346674036298011634e-01,-1.698687586098034386e-01,4.313286798870984429e-01,7.952908443521256032e-01,3.852355846939823358e-01
9.346674036298011634e-01,-1.836779366071523478e+00,4.313286798870984429e-01,2.703578941418065540e-01,3.852355846939823358e-01,7.627859586022894822e-01
-1.836779366071523478e+00,8.121044127647550903e-01,2.703578941418065540e-01,4.905361504652697713e-01,7.627859586022894822e-01,-1.278509786065517240e+00
8.121044127647550903e-01,-1.868318679060109622e+00,4.905361504652697713e-01,-7.740847986091489163e-01,-1.278509786065517240e+00,3.961389037838454197e-01
-1.868318679060109622e+00,2.041198268307541641e-01,-7.740847986091489163e-01,1.940986621932767053e-01,3.961389037838454197e-01,-1.441761226165971355e+00
2.041198268307541641e-01,-9.785143349184470818e-01,1.940986621932767053e-01,-1.042927196647282395e+00,-1.441761226165971355e+00,-1.557753038175732074e-01
-9.785143349184470818e-01,1.913534745499411993e-01,-1.042927196647282395e+00,-8.172203780206194201e-02,-1.557753038175732074e-01,-7.245151678308271448e-01
1.913534745499411993e-01,1.399744397371672555e+00,-8.172203780206194201e-02,-4.704227101161423397e-01,-7.245151678308271448e-01,5.532730252811936256e-02
1.399744397371672555e+00,1.080155354930767142e-01,-4.704227101161423397e-01,-1.808191854805042686e-01,5.532730252811936256e-02,1.264917305614683407e+00
1.080155354930767142e-01,-1.030691088949190481e+00,-1.808191854805042686e-01,8.430663234956863317e-01,1.264917305614683407e+00,1.822387758766574883e-01
-1.030691088949190481e+00,1.421128308223977399e+00,8.430663234956863317e-01,1.607373648434158031e-01,1.822387758766574883e-01,-6.632790289283951868e-01
1.421128308223977399e+00,-3.298432481379574011e-01,1.607373648434158031e-01,-4.276418477551273134e-01,-6.632790289283951868e-01,9.396993616552891115e-01
-3.298432481379574011e-01,9.399227351634225069e-01,-4.276418477551273134e-01,6.525270066541850600e-01,9.396993616552891115e-01,-4.184897092788137513e-02
9.399227351634225069e-01,5.800209315746913952e-02,6.525270066541850600e-01,2.087279358675679306e-02,-4.184897092788137513e-02,6.379218577078121788e-01
5.800209315746913952e-02,-1.665658503042578786e+00,2.087279358675679306e-02,3.868277157058476190e-01,6.379218577078121788e-01,2.178667936240600012e-01
-1.665658503042578786e+00,-3.866183229939521016e-01,3.868277157058476190e-01,5.381724719918487554e-02,2.178667936240600012e-01,-1.112452063177507666e+00
